	Unnamed: 0	사고내용	사고유형	요일	사고발생시간	경도	위도	법정동	인구밀도
0	0	중상사고	차대차	수요일	보통	126.84158557965554	37.53816407477664	화곡1동	47116
1	1	경상사고	차대사람	수요일	보통	126.84278695892225	37.53024793584721	화곡1동	47116
2	2	경상사고	차대차	수요일	보통	126.85125136081962	37.55391899589152	화곡6동	22609
3	3	경상사고	차대사람	목요일	보통	126.84529787773788	37.53173107773185	화곡1동	47116
4	4	경상사고	차대차	목요일	보통	126.79711899823992	37.58453407228031	방화2동	3690
5	5	경상사고	차대차	금요일	보통	126.83624159855624	37.55491717952375	발산1동	12439
6	6	경상사고	차대차	금요일	보통	126.85121777028633	37.5564876395105	등촌3동	38878
7	7	경상사고	차대차	금요일	사고발생 피크 시간	126.8049762909662	37.56779768901004	방화2동	3690
8	8	중상사고	차대차	금요일	보통	126.84885566372996	37.550805186264405	화곡6동	22609
9	9	경상사고	차대차	금요일	보통	126.79971677606176	37.57925866648895	방화2동	3690
10	10	중상사고	차대차	토요일	보통	126.8035778741916	37.56718555053996	방화2동	3690
11	11	경상사고	차대차	토요일	사고발생 피크 시간	126.8509595552249	37.5575407915589	등촌3동	38878
12	12	경상사고	차대차	토요일	보통	126.83942680503408	37.56474164397329	가양1동	7318
13	13	부상신고사고	차대차	일요일	보통	126.86267056217648	37.55706378365125	등촌1동	38181
14	14	경상사고	차대차	일요일	사고발생 피크 시간	126.80519192837085	37.56774487800274	방화2동	3690
15	15	중상사고	차대차	월요일	보통	126.8567613787774	37.56354844530773	가양3동	30276
16	16	사망사고	차대사람	월요일	보통	126.8169056434022	37.57337450169667	방화3동	8990
17	17	중상사고	차대차	화요일	보통	126.827912363342	37.5595750643846	발산1동	12439
18	18	중상사고	차대차	화요일	보통	126.8410401014832	37.54098224228331	화곡본동	35318
19	19	경상사고	차대차	화요일	보통	126.81669918033208	37.57614041640961	방화3동	8990
20	20	경상사고	차대차	화요일	사고발생 피크 시간	126.8664232089429	37.5524510730228	염창동	24002
21	21	중상사고	차대사람	화요일	사고발생 피크 시간	126.8113241907187	37.57321588467308	방화1동	29176
22	22	경상사고	차대사람	화요일	사고발생 피크 시간	126.83022484262752	37.56053461442349	가양1동	7318
23	23	경상사고	차대차	화요일	보통	126.76825190197592	37.55413681245486	공항동	2896
24	24	경상사고	차대사람	화요일	보통	126.84365234518322	37.54256513109518	화곡본동	35318
25	25	경상사고	차대차	화요일	보통	126.80089191844492	37.5613740624316	공항동	2896
26	26	경상사고	차대차	수요일	보통	126.8511879867992	37.53510758086762	화곡2동	40213
27	27	경상사고	차대차	수요일	보통	126.83633630629116	37.54423679287914	화곡3동	40870
28	28	경상사고	차대차	수요일	보통	126.85106648497452	37.528229637361605	화곡8동	46772
29	29	중상사고	차대사람	수요일	사고발생 피크 시간	126.8492607668564	37.562804293526526	등촌3동	38878
30	30	경상사고	차대차	수요일	사고발생 피크 시간	126.87479042669976	37.54828639434602	염창동	24002
31	31	경상사고	차대사람	수요일	보통	126.84744174198104	37.52858822983594	화곡1동	47116
32	32	경상사고	차대차	목요일	보통	126.8583686534155	37.53191999319685	화곡4동	25390
33	33	경상사고	차대차	목요일	보통	126.84055760862611	37.53021748123023	화곡1동	47116
34	34	경상사고	차대차	목요일	보통	126.84084767974008	37.540981168320336	화곡1동	47116
35	35	중상사고	차대사람	목요일	사고발생 피크 시간	126.82808316023991	37.55946787556773	발산1동	12439
36	36	경상사고	차대차	목요일	사고발생 피크 시간	126.8297808493527	37.55954061913394	가양1동	7318
37	37	경상사고	차대사람	목요일	사고발생 피크 시간	126.8454862341445	37.53348974724437	화곡1동	47116
38	38	경상사고	차대차	금요일	보통	126.86750692208228	37.55416042397192	염창동	24002
39	39	중상사고	차대차	금요일	사고발생 피크 시간	126.81420962965548	37.55370064018028	공항동	2896
40	40	경상사고	차대사람	금요일	사고발생 피크 시간	126.8198959549452	37.548388571452456	발산1동	12439
41	41	중상사고	차대차	금요일	보통	126.87821510442744	37.54894443359594	염창동	24002
43	43	중상사고	차대차	토요일	보통	126.85079400599056	37.553132313190346	화곡6동	22609
44	44	중상사고	차대차	토요일	보통	126.8777199316276	37.54722926851324	염창동	24002
45	45	중상사고	차대차	토요일	보통	126.8362670187046	37.552051052370885	발산1동	12439
46	46	경상사고	차대차	토요일	보통	126.80769531269124	37.56153132775378	공항동	2896
47	47	경상사고	차대차	토요일	보통	126.83558218237064	37.55267814063748	발산1동	12439
48	48	경상사고	차대차	토요일	사고발생 피크 시간	126.85021532952362	37.56371089314201	가양2동	14109
49	49	중상사고	차대차	토요일	보통	126.84542783327286	37.533696733176974	화곡1동	47116
51	51	경상사고	차대차	일요일	보통	126.8734589712354	37.55587767268121	염창동	24002
52	52	중상사고	차대차	일요일	보통	126.8362854314074	37.56529186990291	가양1동	7318
53	53	경상사고	차대차	월요일	보통	126.8517549461626	37.5545977693883	화곡6동	22609
54	54	중상사고	차대사람	월요일	보통	126.8095545332514	37.57477387625551	방화1동	29176
55	55	경상사고	차대차	월요일	보통	126.84722059707924	37.53058799780087	화곡1동	47116
56	56	경상사고	차대사람	월요일	사고발생 피크 시간	126.86811220304384	37.55219873431655	염창동	24002
57	57	중상사고	차대차	월요일	사고발생 피크 시간	126.84850776903374	37.56345812021836	등촌3동	38878
58	58	중상사고	차대사람	화요일	보통	126.86302981936564	37.53214352296803	화곡4동	25390
59	59	중상사고	차대차	화요일	보통	126.85004644283032	37.55317326753177	화곡6동	22609
60	60	경상사고	차대차	화요일	사고발생 피크 시간	126.8523434150812	37.55593498689961	등촌1동	38181
61	61	경상사고	차대차	수요일	보통	126.8582126285919	37.55936510036991	등촌1동	38181
62	62	중상사고	차대차	수요일	보통	126.8124326566214	37.55488007624099	공항동	2896
63	63	경상사고	차대차	수요일	보통	126.8645846962061	37.56231090453917	가양3동	30276
64	64	경상사고	차대차	수요일	사고발생 피크 시간	126.85965992890787	37.56753010738004	가양3동	30276
65	65	경상사고	차대차	수요일	보통	126.82800326905884	37.56710177839676	가양1동	7318
66	66	경상사고	차대차	목요일	보통	126.8241052589459	37.55988682680016	발산1동	12439
67	67	경상사고	차대차	목요일	사고발생 피크 시간	126.84467513792222	37.53305260281024	화곡1동	47116
68	68	경상사고	차대차	목요일	사고발생 피크 시간	126.84449906291576	37.54540906999964	우장산동	31713
69	69	경상사고	차대사람	목요일	사고발생 피크 시간	126.8382859326362	37.55930917848098	가양1동	7318
70	70	경상사고	차대사람	목요일	사고발생 피크 시간	126.84520127839386	37.52853977471941	화곡1동	47116
71	71	경상사고	차대차	목요일	보통	126.82218837333356	37.56026341393372	공항동	2896
72	72	경상사고	차대차	금요일	보통	126.80414922553038	37.571497319308136	방화2동	3690
73	73	경상사고	차대차	금요일	보통	126.8409939784027	37.53979220950336	화곡1동	47116
74	74	중상사고	차대차	금요일	보통	126.83356985238602	37.561256590004	가양1동	7318
75	75	중상사고	차대사람	토요일	보통	126.8329927461726	37.544704678851545	화곡3동	40870
76	76	중상사고	차대사람	토요일	보통	126.81548918233418	37.57347445735071	방화1동	29176
77	77	경상사고	차대차	토요일	보통	126.8387010729075	37.56870348097335	가양1동	7318
78	78	중상사고	차대차	토요일	사고발생 피크 시간	126.81148932233064	37.57126995619101	방화2동	3690
79	79	경상사고	차대차	토요일	사고발생 피크 시간	126.8587098791085	37.531723550312	화곡4동	25390
81	81	부상신고사고	차대차	일요일	사고발생 피크 시간	126.84917597283908	37.55823402051353	등촌3동	38878
82	82	경상사고	차대사람	일요일	사고발생 피크 시간	126.86074877506545	37.5580448716816	등촌1동	38181
83	83	경상사고	차대차	월요일	보통	126.85151385994948	37.549756229828304	화곡6동	22609
84	84	중상사고	차대차	월요일	보통	126.8503089893572	37.53074924434368	화곡8동	46772
85	85	경상사고	차대차	월요일	보통	126.85264431611276	37.55517950879027	화곡6동	22609
86	86	중상사고	차대차	월요일	사고발생 피크 시간	126.84638672119374	37.53146670523632	화곡1동	47116
87	87	경상사고	차대차	화요일	보통	126.79855668194418	37.578575775636	방화2동	3690
88	88	중상사고	차대사람	화요일	보통	126.81407313272992	37.57229449730746	방화1동	29176
89	89	경상사고	차대차	화요일	사고발생 피크 시간	126.81643566405756	37.56532281997815	방화1동	29176
90	90	경상사고	차대사람	화요일	보통	126.851967075432	37.55363449641292	화곡6동	22609
91	91	경상사고	차대차	수요일	보통	126.85325458964562	37.55268613176642	화곡6동	22609
92	93	경상사고	차대사람	수요일	보통	126.84577923731952	37.533635586233416	화곡8동	46772
93	94	경상사고	차대차	수요일	보통	126.79927213514878	37.56265337534593	공항동	2896
94	95	경상사고	차대차	수요일	보통	126.87360735463058	37.55573424494131	염창동	24002
95	96	중상사고	차대사람	목요일	보통	126.83972882399996	37.53051029470031	화곡1동	47116
96	98	중상사고	차대차	목요일	사고발생 피크 시간	126.8510998179925	37.56225558387245	등촌3동	38878
97	99	경상사고	차대차	목요일	사고발생 피크 시간	126.8487323581275	37.52854127342914	화곡8동	46772
98	100	경상사고	차대사람	목요일	보통	126.86379701440758	37.55374390044726	등촌1동	38181
99	101	경상사고	차대차	목요일	보통	126.86339750931808	37.55678828904254	염창동	24002
100	102	중상사고	차대차	금요일	보통	126.79930097481488	37.57891369088695	방화2동	3690
101	103	사망사고	차대사람	금요일	사고발생 피크 시간	126.85315871557732	37.561158231284416	등촌3동	38878
102	104	경상사고	차대차	금요일	사고발생 피크 시간	126.80497654220868	37.567770650315786	방화2동	3690
103	105	경상사고	차대사람	금요일	사고발생 피크 시간	126.81928676410756	37.554378987193	발산1동	12439
104	107	경상사고	차대사람	토요일	보통	126.84402964733628	37.557637693723535	우장산동	31713
105	108	경상사고	차대차	토요일	사고발생 피크 시간	126.85001346819055	37.55436285927771	화곡6동	22609
106	109	중상사고	차대차	일요일	보통	126.8468418588432	37.52859392704742	화곡1동	47116
108	111	경상사고	차대사람	월요일	보통	126.8438572751387	37.54243106828779	화곡본동	35318
109	112	경상사고	차대차	월요일	보통	126.83811132343205	37.55856909923052	발산1동	12439
110	113	중상사고	차대사람	월요일	보통	126.86575333223766	37.55534980447783	염창동	24002
111	114	경상사고	차대차	월요일	사고발생 피크 시간	126.87975416284137	37.54764557721661	염창동	24002
112	115	경상사고	차대차	월요일	사고발생 피크 시간	126.81104335556596	37.5582159529631	공항동	2896
113	116	중상사고	차대사람	화요일	보통	126.82473111714285	37.56581221731484	방화1동	29176
114	117	중상사고	차대사람	화요일	보통	126.82301260520512	37.57177825822249	가양1동	7318
115	118	경상사고	차대차	화요일	보통	126.8425929164201	37.53430291410336	화곡1동	47116
116	119	경상사고	차대차	화요일	사고발생 피크 시간	126.84090625790328	37.54075615906832	화곡1동	47116
117	120	중상사고	차대차	수요일	사고발생 피크 시간	126.85721119172209	37.565227391569074	가양2동	14109
118	121	경상사고	차대차	목요일	보통	126.85103571650542	37.55398090484252	화곡6동	22609
119	122	경상사고	차대차	목요일	보통	126.84756158576454	37.54860777696352	화곡본동	35318
120	123	경상사고	차대차	목요일	보통	126.85367134905567	37.53588734330985	화곡2동	40213
121	124	경상사고	차대사람	목요일	보통	126.84774920184734	37.5296715447499	화곡1동	47116
122	125	경상사고	차대사람	목요일	보통	126.84983146294628	37.53491083730379	화곡8동	46772
123	126	중상사고	차대사람	목요일	보통	126.8420251650382	37.54095168150648	화곡본동	35318
124	127	경상사고	차대차	목요일	보통	126.86993043244604	37.552731230832045	염창동	24002
125	128	경상사고	차대차	목요일	보통	126.86346817148797	37.5538052221396	등촌1동	38181
126	129	중상사고	차대차	목요일	사고발생 피크 시간	126.82296468710118	37.56706397654796	방화1동	29176
127	130	경상사고	차대사람	목요일	보통	126.82901405609697	37.56171750980242	가양1동	7318
128	131	경상사고	차대차	금요일	보통	126.8388167326194	37.56330509612855	가양1동	7318
129	132	중상사고	차대차	금요일	보통	126.87903591730922	37.54825471713906	염창동	24002
130	133	경상사고	차대차	금요일	사고발생 피크 시간	126.81154822397266	37.56487079001582	방화2동	3690
131	134	경상사고	차대차	금요일	사고발생 피크 시간	126.8167826093547	37.57692506369309	방화3동	8990
132	135	경상사고	차대차	토요일	보통	126.84897743957993	37.53550102065766	화곡8동	46772
133	136	경상사고	차대차	토요일	사고발생 피크 시간	126.82289541291908	37.557202910440544	공항동	2896
134	137	경상사고	차대차	일요일	보통	126.81210048457656	37.57623088124041	방화3동	8990
135	139	경상사고	차대차	월요일	보통	126.8339188066985	37.539860673696445	화곡1동	47116
136	140	경상사고	차대차	월요일	보통	126.84092006027709	37.563614299687096	등촌3동	38878
137	141	경상사고	차대사람	월요일	사고발생 피크 시간	126.8380637594924	37.53450294991379	화곡1동	47116
138	142	중상사고	차대사람	월요일	보통	126.85544327660344	37.5614591555676	가양3동	30276
139	143	중상사고	차대사람	화요일	보통	126.86363492199864	37.53285884953165	화곡4동	25390
140	144	경상사고	차대차	화요일	사고발생 피크 시간	126.85686573534171	37.5316414137679	화곡2동	40213
141	145	경상사고	차대차	화요일	사고발생 피크 시간	126.83759149887702	37.56740834311284	가양1동	7318
142	146	경상사고	차대차	화요일	사고발생 피크 시간	126.8545483602808	37.55494657043427	화곡6동	22609
143	147	경상사고	차대차	수요일	보통	126.80675339384372	37.55687488362468	공항동	2896
144	148	경상사고	차대차	수요일	보통	126.84713778914931	37.54527947404929	화곡본동	35318
145	149	경상사고	차대차	수요일	보통	126.8466685580188	37.53159445330931	화곡1동	47116
146	150	경상사고	차대차	수요일	보통	126.84640590386816	37.53056546475019	화곡1동	47116
147	151	중상사고	차대차	수요일	사고발생 피크 시간	126.83577971520354	37.55338229945928	발산1동	12439
148	152	경상사고	차대사람	수요일	사고발생 피크 시간	126.83613280537206	37.54037789461096	화곡1동	47116
149	153	경상사고	차대차	수요일	사고발생 피크 시간	126.80750152796864	37.57267975888715	방화2동	3690
150	154	경상사고	차대차	수요일	보통	126.8034321632992	37.57067287228097	방화2동	3690
151	155	중상사고	차대차	목요일	보통	126.86325253995084	37.52990938244167	화곡4동	25390
152	156	중상사고	차대차	목요일	보통	126.82782842083382	37.5663977374882	가양1동	7318
153	157	경상사고	차대차	목요일	사고발생 피크 시간	126.85056666280768	37.54149470688919	화곡본동	35318
154	158	경상사고	차대차	목요일	보통	126.83891815543036	37.56335974458476	가양1동	7318
155	159	경상사고	차대차	금요일	보통	126.8256347511046	37.559778398715686	발산1동	12439
156	160	부상신고사고	차대차	금요일	사고발생 피크 시간	126.84992738846366	37.568179962037526	가양2동	14109
157	161	경상사고	차대사람	금요일	보통	126.83005035142166	37.55346710342783	발산1동	12439
158	162	경상사고	차대차	토요일	보통	126.84800137106426	37.551404372207685	화곡6동	22609
159	163	경상사고	차대사람	토요일	보통	126.83409995720037	37.5589431330225	발산1동	12439
160	164	경상사고	차대차	토요일	보통	126.84274277182992	37.54173083456477	화곡본동	35318
161	165	경상사고	차대차	토요일	보통	126.8575406869224	37.55059137306386	등촌2동	22199
162	166	경상사고	차대차	토요일	보통	126.85287514037788	37.55205311206584	화곡6동	22609
163	167	경상사고	차대사람	토요일	보통	126.8406497812708	37.5416019913982	화곡본동	35318
164	168	중상사고	차대차	일요일	보통	126.80280340263948	37.59074193680582	방화2동	3690
165	169	경상사고	차대차	일요일	사고발생 피크 시간	126.84600474681608	37.54410145601371	화곡본동	35318
166	170	경상사고	차대사람	월요일	보통	126.86359369795936	37.55368872408536	등촌1동	38181
167	171	경상사고	차대차	월요일	보통	126.8016683706668	37.56067561255999	공항동	2896
168	172	중상사고	차대차	월요일	보통	126.8521574893049	37.56956225984232	가양2동	14109
169	173	경상사고	차대차	월요일	보통	126.8393249023866	37.56474107374677	가양1동	7318
170	174	중상사고	차대차	월요일	보통	126.84457134021903	37.5578389974903	우장산동	31713
171	175	경상사고	차대차	월요일	보통	126.84178787537276	37.53961636839912	화곡본동	35318
172	176	중상사고	차대차	화요일	보통	126.85232334695284	37.55563743356198	화곡6동	22609
173	177	경상사고	차대사람	화요일	보통	126.844188963819	37.53040895880741	화곡1동	47116
174	178	경상사고	차대차	화요일	보통	126.84942869344988	37.57083617077231	가양2동	14109
175	179	경상사고	차대사람	화요일	보통	126.85238056567806	37.55425869215468	화곡6동	22609
176	180	경상사고	차대차	화요일	보통	126.84772593947358	37.52974352402068	화곡1동	47116
177	181	경상사고	차대사람	화요일	보통	126.8178540868502	37.55505573820541	공항동	2896
178	182	경상사고	차대사람	화요일	보통	126.8486138772775	37.53695919625877	화곡8동	46772
179	183	경상사고	차대차	화요일	보통	126.81043089161608	37.55710372804609	공항동	2896
180	184	경상사고	차대차	화요일	보통	126.86539492444	37.55088622487226	염창동	24002
181	185	경상사고	차대사람	화요일	사고발생 피크 시간	126.85512798720988	37.55468834809812	화곡6동	22609
182	186	경상사고	차대차	화요일	사고발생 피크 시간	126.85415162879634	37.56156025781034	등촌3동	38878
183	187	경상사고	차대차	화요일	보통	126.85351290925789	37.55816771370871	등촌3동	38878
184	188	경상사고	차대사람	수요일	보통	126.87293868088145	37.549060745164205	염창동	24002
185	189	경상사고	차대차	수요일	보통	126.85230984149624	37.55588973556839	등촌1동	38181
186	190	경상사고	차대차	수요일	보통	126.86980552453186	37.55277563143248	염창동	24002
188	192	경상사고	차대차	수요일	보통	126.84125161025962	37.52980673508764	화곡1동	47116
189	193	경상사고	차대차	수요일	보통	126.80638693595782	37.56465129760764	방화2동	3690
190	194	경상사고	차대차	수요일	보통	126.8496878016152	37.56578107443085	가양1동	7318
191	195	경상사고	차대차	수요일	사고발생 피크 시간	126.84633226086687	37.548078198220495	우장산동	31713
192	196	중상사고	차대사람	수요일	사고발생 피크 시간	126.85928638112686	37.53180780076581	화곡4동	25390
193	197	중상사고	차대차	수요일	사고발생 피크 시간	126.84568987587808	37.53349988920434	화곡8동	46772
194	198	경상사고	차대차	목요일	보통	126.87452918330624	37.54974519003014	염창동	24002
195	199	경상사고	차대차	목요일	보통	126.86259928884463	37.5321952808188	화곡4동	25390
196	200	경상사고	차대차	목요일	사고발생 피크 시간	126.85292066239212	37.53107004145807	화곡2동	40213
197	201	경상사고	차대사람	목요일	보통	126.82644156963129	37.568255607293885	가양1동	7318
198	202	경상사고	차대사람	목요일	보통	126.86216157232752	37.54372113705961	등촌2동	22199
199	203	경상사고	차대차	금요일	보통	126.83641489729168	37.54047862812248	화곡1동	47116
200	204	부상신고사고	차대차	금요일	보통	126.85254922887478	37.54915801117789	화곡6동	22609
201	205	경상사고	차대차	금요일	보통	126.850870593486	37.55343919107044	화곡6동	22609
203	207	중상사고	차대사람	토요일	사고발생 피크 시간	126.84424606939513	37.52905725579474	화곡1동	47116
204	208	경상사고	차대차	일요일	보통	126.85538837474375	37.56126056046973	가양3동	30276
205	209	중상사고	차대차	일요일	보통	126.83632758910628	37.55288062835739	발산1동	12439
206	210	경상사고	차대차	일요일	보통	126.84098287219258	37.54105403049362	화곡본동	35318
207	211	경상사고	차대차	일요일	사고발생 피크 시간	126.87506105574404	37.54841401536354	염창동	24002
208	212	경상사고	차대차	월요일	사고발생 피크 시간	126.8304067482352	37.551594332446165	발산1동	12439
209	213	경상사고	차대차	월요일	사고발생 피크 시간	126.81670008203471	37.56860522762096	방화1동	29176
210	214	경상사고	차대차	월요일	보통	126.85034161254968	37.530902652781904	화곡8동	46772
211	215	경상사고	차대차	월요일	보통	126.84090603401842	37.52792099226741	화곡1동	47116
212	216	중상사고	차대사람	화요일	보통	126.83926086425944	37.5322382622168	화곡1동	47116
214	218	중상사고	차대차	화요일	보통	126.82636977125512	37.55988174236885	공항동	2896
215	219	경상사고	차대차	화요일	사고발생 피크 시간	126.85536627429596	37.561197345824304	가양3동	30276
216	220	경상사고	차대차	화요일	사고발생 피크 시간	126.83716714889442	37.53733715895121	화곡1동	47116
217	221	부상신고사고	차대사람	화요일	사고발생 피크 시간	126.83622195657944	37.54947295751021	발산1동	12439
218	222	경상사고	차대차	화요일	사고발생 피크 시간	126.80914675935551	37.55761899869077	공항동	2896
219	223	중상사고	차대차	수요일	사고발생 피크 시간	126.84897971807004	37.55085995095942	화곡6동	22609
220	224	경상사고	차대사람	수요일	사고발생 피크 시간	126.84641674934004	37.53061960557723	화곡1동	47116
221	225	경상사고	차대차	목요일	보통	126.85974940034356	37.53192748709331	화곡4동	25390
222	226	경상사고	차대사람	목요일	보통	126.85053564999409	37.53071443721574	화곡8동	46772
223	227	중상사고	차대차	목요일	보통	126.86012334317653	37.53187543303134	화곡4동	25390
224	228	경상사고	차대사람	목요일	보통	126.84085008944432	37.53556409652578	화곡1동	47116
225	229	중상사고	차대사람	목요일	사고발생 피크 시간	126.812877351579	37.55207047910967	공항동	2896
226	230	경상사고	차대차	목요일	사고발생 피크 시간	126.81695212155216	37.58564197988799	방화3동	8990
227	231	경상사고	차대차	목요일	보통	126.86403839560224	37.56264145981897	가양3동	30276
228	232	중상사고	차대차	금요일	보통	126.85423950262356	37.55531443235843	등촌1동	38181
229	233	경상사고	차대차	금요일	보통	126.80148462052784	37.56337854495993	방화2동	3690
230	234	경상사고	차대사람	금요일	보통	126.85118992634553	37.56231015963488	등촌3동	38878
231	235	경상사고	차대차	금요일	보통	126.85177235956208	37.529053739986814	화곡8동	46772
232	236	중상사고	차대차	금요일	보통	126.83950411665778	37.55854985901592	등촌3동	38878
233	237	중상사고	차대차	금요일	사고발생 피크 시간	126.85637214404495	37.55746226097021	등촌1동	38181
234	238	경상사고	차대차	금요일	사고발생 피크 시간	126.80106376797605	37.56115875835808	공항동	2896
235	239	경상사고	차대차	금요일	사고발생 피크 시간	126.82872979154016	37.56058921727945	가양1동	7318
236	240	경상사고	차대차	토요일	보통	126.84084498186688	37.541287610515056	화곡본동	35318
237	241	중상사고	차대사람	토요일	사고발생 피크 시간	126.84613060195947	37.52968963439541	화곡1동	47116
238	242	부상신고사고	차대차	일요일	사고발생 피크 시간	126.83618796114868	37.54054044673928	화곡3동	40870
239	243	경상사고	차대차	일요일	보통	126.84232642610856	37.53887125256185	화곡본동	35318
240	244	경상사고	차대사람	월요일	보통	126.84233457816173	37.53923183606466	화곡본동	35318
241	245	중상사고	차대차	월요일	보통	126.82121892322428	37.54606170588077	발산1동	12439
242	246	경상사고	차대차	월요일	보통	126.848792626211	37.5281179726034	화곡8동	46772
244	248	경상사고	차대사람	월요일	보통	126.8435900232185	37.55870784783049	등촌3동	38878
245	249	중상사고	차대차	월요일	사고발생 피크 시간	126.8529208959944	37.531043002329504	화곡2동	40213
246	250	경상사고	차대사람	화요일	보통	126.84540535279366	37.56992160254271	가양1동	7318
247	251	경상사고	차대차	화요일	사고발생 피크 시간	126.8014035975206	37.56356734685564	방화2동	3690
248	252	부상신고사고	차대차	화요일	사고발생 피크 시간	126.85523698725618	37.5564916300943	등촌1동	38181
250	254	사망사고	차대사람	수요일	보통	126.8755367604716	37.54702846016382	염창동	24002
251	255	경상사고	차대차	수요일	보통	126.81639510514182	37.585864089438296	방화3동	8990
252	256	중상사고	차대차	수요일	보통	126.8602778746978	37.56147643774404	가양3동	30276
253	257	경상사고	차대사람	목요일	보통	126.84239384472367	37.56727295025414	가양1동	7318
254	258	경상사고	차대사람	목요일	사고발생 피크 시간	126.8737909300504	37.54732567169326	염창동	24002
255	259	경상사고	차대차	목요일	보통	126.8544297678372	37.55950671797897	등촌1동	38181
256	260	경상사고	차대차	금요일	보통	126.85805322853984	37.531747023044	화곡4동	25390
257	261	중상사고	차대사람	금요일	보통	126.83019077070846	37.55928155640259	발산1동	12439
259	263	경상사고	차대사람	일요일	보통	126.86008270135984	37.56179084995352	가양3동	30276
260	264	경상사고	차대차	일요일	사고발생 피크 시간	126.84751963814594	37.53003982884847	화곡1동	47116
261	265	경상사고	차대차	화요일	보통	126.84456646292443	37.54676146058565	우장산동	31713
262	266	경상사고	차대차	화요일	보통	126.8542028273866	37.5293825273283	화곡2동	40213
263	267	경상사고	차대차	화요일	보통	126.84379442616658	37.55734795698656	우장산동	31713
264	268	경상사고	차대사람	화요일	사고발생 피크 시간	126.853135741295	37.52975525305115	화곡2동	40213
265	269	경상사고	차대차	수요일	보통	126.86052301453488	37.56856231524242	가양3동	30276
266	270	중상사고	차대사람	수요일	사고발생 피크 시간	126.80125083059342	37.57628433050506	방화2동	3690
267	271	중상사고	차대차	목요일	보통	126.82436405609172	37.563827168072415	방화1동	29176
268	272	경상사고	차대차	금요일	보통	126.82090028895728	37.562464296917824	공항동	2896
269	273	경상사고	차대차	금요일	보통	126.84078497463932	37.54167485379925	화곡본동	35318
270	274	경상사고	차대차	금요일	사고발생 피크 시간	126.85206030672182	37.55594244699981	화곡6동	22609
271	275	경상사고	차대사람	금요일	사고발생 피크 시간	126.84477731296076	37.53301711591416	화곡1동	47116
272	276	경상사고	차대차	금요일	사고발생 피크 시간	126.8628324029159	37.56331997761348	가양3동	30276
273	277	경상사고	차대차	토요일	보통	126.83745692783133	37.55575324081432	우장산동	31713
274	278	경상사고	차대사람	토요일	사고발생 피크 시간	126.85808576964456	37.55963481356923	가양3동	30276
275	279	경상사고	차대차	일요일	보통	126.84338188596028	37.543717348648	화곡본동	35318
276	280	경상사고	차대차	일요일	보통	126.83392916999983	37.55905033064769	가양1동	7318
277	281	경상사고	차대차	월요일	보통	126.83793065355044	37.559793911347576	가양1동	7318
278	282	경상사고	차대차	월요일	보통	126.85168374062432	37.55497594260856	화곡6동	22609
279	283	경상사고	차대차	월요일	보통	126.84928301906608	37.55113202602375	화곡6동	22609
280	284	경상사고	차대차	화요일	보통	126.84715096453036	37.53078590916156	화곡1동	47116
281	286	경상사고	차대차	화요일	보통	126.8636794789618	37.55158905447447	등촌2동	22199
282	287	경상사고	차대차	화요일	보통	126.86303807087248	37.532504106364726	화곡4동	25390
283	288	경상사고	차대차	화요일	보통	126.79722271037694	37.59759503713164	방화2동	3690
284	289	경상사고	차대차	수요일	보통	126.82067395143332	37.58364446328398	방화3동	8990
285	290	경상사고	차대차	수요일	보통	126.84716494782704	37.52918158907642	화곡1동	47116
287	292	경상사고	차대차	수요일	사고발생 피크 시간	126.83559516942462	37.560141328062784	가양1동	7318
288	293	경상사고	차대차	수요일	사고발생 피크 시간	126.83730903450451	37.55583353162866	발산1동	12439
289	294	경상사고	차대차	수요일	사고발생 피크 시간	126.84578112692816	37.53341927360256	화곡8동	46772
290	295	경상사고	차대차	목요일	보통	126.8591660223659	37.56041583687277	가양3동	30276
291	296	부상신고사고	차대차	목요일	보통	126.85461683080456	37.55488385068771	화곡6동	22609
292	297	경상사고	차대차	목요일	보통	126.84651656735416	37.529556568745136	화곡1동	47116
293	298	경상사고	차대차	목요일	보통	126.81961639394947	37.576643989460095	방화3동	8990
294	299	경상사고	차대사람	목요일	보통	126.8463635355892	37.53152967116893	화곡1동	47116
295	300	경상사고	차대차	목요일	사고발생 피크 시간	126.82088855775542	37.56250929647172	공항동	2896
296	301	경상사고	차대차	목요일	보통	126.82701784014084	37.55328761575286	발산1동	12439
297	302	경상사고	차대차	금요일	보통	126.81225187899898	37.56099912843833	공항동	2896
298	303	경상사고	차대차	금요일	보통	126.85113354998155	37.56228280953525	등촌3동	38878
299	304	부상신고사고	차대차	금요일	보통	126.853465945982	37.55311993427212	화곡6동	22609
300	305	부상신고사고	차대차	금요일	보통	126.84980834791162	37.55191007563473	화곡6동	22609
301	306	사망사고	차대차	토요일	보통	126.83366861169746	37.559066887219664	가양1동	7318
302	307	경상사고	차대차	토요일	보통	126.86996515350504	37.552641281665565	염창동	24002
303	308	중상사고	차대차	토요일	보통	126.83033667780288	37.5530991773175	발산1동	12439
304	309	경상사고	차대차	토요일	보통	126.84789601199608	37.5297084093808	화곡8동	46772
305	310	중상사고	차대차	일요일	보통	126.80669451672571	37.56322898747142	방화2동	3690
307	312	경상사고	차대차	월요일	보통	126.85490426116722	37.52941340139815	화곡2동	40213
